k_array Pk[0,:]
4.647934454498590245e-02 3.096211961243808400e+04
4.697498624796223737e-02 3.070706748045737550e+04
4.747591332447668316e-02 3.044781087735696565e+04
4.798218213615765282e-02 3.018391507514264595e+04
4.849384964565680439e-02 2.991502107962117952e+04
4.901097342305835852e-02 2.964081139465896922e+04
4.953361165235656283e-02 2.936098966281741741e+04
5.006182313800214279e-02 2.907535768964657836e+04
5.059566731151891872e-02 2.878388576007728261e+04
5.113520423819037375e-02 2.848657445321046544e+04
5.168049462381809483e-02 2.818340610310581906e+04
5.223159982155203829e-02 2.787413484969072670e+04
5.278858183879355653e-02 2.755842547685954196e+04
5.335150334417240042e-02 2.723598110396339689e+04
5.392042767459748892e-02 2.690679065913024533e+04
5.449541884238350009e-02 2.657116359995180756e+04
5.507654154245309602e-02 2.622943188397759877e+04
5.566386115961603764e-02 2.588198302664078437e+04
5.625744377592611922e-02 2.552931958585348184e+04
5.685735617811603360e-02 2.517195232433213823e+04
5.746366586511211794e-02 2.481044250580230073e+04
5.807644105562886211e-02 2.444552521921457810e+04
5.869575069584449800e-02 2.407794698036632326e+04
5.932166446715866209e-02 2.370846480880002855e+04
5.995425279403224228e-02 2.333793561881342612e+04
6.059358685191135879e-02 2.296720353647003139e+04
6.123973857523564573e-02 2.259710510352356869e+04
6.189278066553179081e-02 2.222852825931810730e+04
6.255278659959383203e-02 2.186232650580382324e+04
6.321983063774996858e-02 2.149933427951349950e+04
6.389398783221819644e-02 2.114039056708599674e+04
6.457533403555069940e-02 2.078628602452437917e+04
6.526394590916835547e-02 2.043778510211409957e+04
6.595990093198643434e-02 2.009562417857388937e+04
6.666327740913184641e-02 1.976048877917882055e+04
6.737415448075377566e-02 1.943302499438278755e+04
6.809261213092805687e-02 1.911383426938571574e+04
6.881873119665651850e-02 1.880345818829418204e+04
6.955259337696260979e-02 1.850236923115175523e+04
7.029428124208327022e-02 1.821099262560502393e+04
7.104387824275960883e-02 1.792965103929904581e+04
7.180146871962624078e-02 1.765860050177539961e+04
7.256713791270080760e-02 1.739801430399090532e+04
7.334097197097497189e-02 1.714792666069207917e+04
7.412305796210702513e-02 1.690832603096881576e+04
7.491348388221857890e-02 1.667902668527292190e+04
7.571233866579531180e-02 1.645977477450190054e+04
7.651971219569340954e-02 1.625019147025305028e+04
7.733569531325266977e-02 1.604977256697101620e+04
7.816037982851774257e-02 1.585795529050857476e+04
7.899385853056760387e-02 1.567402837452057975e+04
7.983622519795612049e-02 1.549725503874171045e+04
8.068757460926329061e-02 1.532677503886672639e+04
8.154800255375924123e-02 1.516170692316762324e+04
8.241760584218220387e-02 1.500109415455831913e+04
8.329648231763064903e-02 1.484395914083569187e+04
8.418473086657242421e-02 1.468928566280661107e+04
8.508245142997081234e-02 1.453604143795671916e+04
8.598974501452927299e-02 1.438318164726006216e+04
8.690671370405653184e-02 1.422965730195718243e+04
8.783346067095200438e-02 1.407443752966961074e+04
8.877009018781449601e-02 1.391651426132785491e+04
8.971670763917434510e-02 1.375493659893027507e+04
9.067341953335063265e-02 1.358881719524346227e+04
9.164033351443529041e-02 1.341738887307909135e+04
9.261755837440405204e-02 1.324000625613912962e+04
9.360520406535757787e-02 1.305622119134427885e+04
9.460338171189253131e-02 1.286575924525041046e+04
9.561220362360461911e-02 1.266861588509475951e+04
9.663178330772552449e-02 1.246498303986189421e+04
9.766223548189345571e-02 1.225534551504076262e+04
9.870367608706101525e-02 1.204036871608050933e+04
9.975622230054011219e-02 1.182097255772475364e+04
1.008199925491860688e-01 1.159820742674547000e+04
1.018951065227227393e-01 1.137326050779508296e+04
1.029816851872087796e-01 1.114737800772260744e+04
1.040798507986484683e-01 1.092182505107872566e+04
1.051897269167472587e-01 1.069785280574147146e+04
1.063114384188138528e-01 1.047665394843458307e+04
1.074451115138112534e-01 1.025934986517338075e+04
1.085908737565563914e-01 1.004698097655207675e+04
1.097488540620724234e-01 9.840505065469307738e+03
1.109191827200933789e-01 9.640791441452851359e+03
1.121019914097235587e-01 9.448618412057161549e+03
1.132974132142538781e-01 9.264667482318989641e+03
1.145055826361349449e-01 9.089484386790471035e+03
1.157266356121109951e-01 8.923462923349714401e+03
1.169607095285147003e-01 8.766802661470628664e+03
1.182079432367250243e-01 8.619461936410314593e+03
1.194684770687904352e-01 8.481161885912877551e+03
1.207424528532177188e-01 8.351353655022290695e+03
1.220300139309301313e-01 8.229220850696428897e+03
1.233313051713952890e-01 8.113745957126689063e+03
1.246464729889249501e-01 8.003752378662293268e+03
1.259756653591493081e-01 7.897957371441298164e+03
1.273190318356656192e-01 7.795055326084357148e+03
1.286767235668657139e-01 7.693774993466070555e+03
1.300488933129422264e-01 7.592932250091153037e+03
1.314356954630762631e-01 7.491451692694872690e+03
1.328372860528090060e-01 7.388380654400977619e+03
1.342538227815970875e-01 7.282898772338228810e+03
1.356854650305567289e-01 7.174321648909296528e+03
1.371323738803962577e-01 7.062107896818088193e+03
1.385947121295399431e-01 6.945914513484113741e+03
1.400726443124457044e-01 6.825604402587891855e+03
1.415663367181168586e-01 6.701238759345465951e+03
1.430759574088126262e-01 6.573218929930554623e+03
1.446016762389574495e-01 6.442216052590931213e+03
1.461436648742518718e-01 6.309139996027421148e+03
1.477020968109881704e-01 6.175093000742496770e+03
1.492771473955702977e-01 6.041279168076612223e+03
1.508689938442434042e-01 5.908918755483919085e+03
1.524778152630332506e-01 5.779167849766071413e+03
1.541037926678980596e-01 5.653029565217580057e+03
1.557471090050960294e-01 5.531397801294301644e+03
1.574079491717685908e-01 5.414917195279291263e+03
1.590865000367446824e-01 5.303984628713938037e+03
1.607829504615659877e-01 5.198950467009026397e+03
1.624974913217366590e-01 5.100066463814017879e+03
1.642303155281995553e-01 5.007043715436843740e+03
1.659816180490419624e-01 4.919371738628655294e+03
1.677515959314316574e-01 4.836573561579479247e+03
1.695404483237879789e-01 4.758032909430135987e+03
1.713483764981890145e-01 4.682648112315458093e+03
1.731755838730173191e-01 4.609284697289656833e+03
1.750222760358482454e-01 4.536878974533920882e+03
1.768886607665804134e-01 4.464531537240929538e+03
1.787749480608148422e-01 4.391531940718612532e+03
1.806813501534821897e-01 4.317227884333264228e+03
1.826080815427222059e-01 4.241056076722268699e+03
1.845553590140186495e-01 4.162914437731363250e+03
1.865234016645896387e-01 4.082966258182766978e+03
1.885124309280401533e-01 4.001379183186038517e+03
1.905226705992762726e-01 3.918444583542808232e+03
1.925543468596851993e-01 3.834937926376280302e+03
1.946076883025848192e-01 3.751703342677579258e+03
1.966829259589425727e-01 3.669518182322810844e+03
1.987802933233705771e-01 3.589085792483326713e+03
2.009000263803970565e-01 3.511033156488138957e+03
2.030423636310178248e-01 3.435929105712385535e+03
2.052075461195319583e-01 3.364265034927243505e+03
2.073958174606615190e-01 3.296109956065008646e+03
2.096074238669626832e-01 3.231237255881886540e+03
2.118426141765280823e-01 3.169427740403463304e+03
2.141016398809843513e-01 3.110415950413420433e+03
2.163847551537896596e-01 3.053634315481443991e+03
2.186922168788305032e-01 2.998448672401530530e+03
2.210242846793258886e-01 2.944268042273627088e+03
2.233812209470384946e-01 2.890566441771677546e+03
2.257632908717972786e-01 2.836908041362857603e+03
2.281707624713362192e-01 2.782896996939896326e+03
2.306039066214488342e-01 2.728185813331584541e+03
2.330629970864666056e-01 2.672799949061182815e+03
2.355483105500611740e-01 2.617096903216126975e+03
2.380601266463751586e-01 2.561423735913110704e+03
2.405987279914860166e-01 2.506117096642133220e+03
2.431644002152029416e-01 2.451591862185374339e+03
2.457574319932055718e-01 2.398272524674438046e+03
2.483781150795238146e-01 2.346546288912350974e+03
2.510267443393642828e-01 2.296679743466331274e+03
2.537036177822878380e-01 2.248674546549742900e+03
2.564090365957387152e-01 2.202487765992641471e+03
2.591433051789333031e-01 2.158072679019675434e+03
2.619067311771094975e-01 2.115217606195924873e+03
2.646996255161407352e-01 2.073521989539135575e+03
2.675223024375211200e-01 2.032602030985875672e+03
2.703750795337201973e-01 1.992117977615946529e+03
2.732582777839182575e-01 1.951902645134869999e+03
2.761722215901205035e-01 1.911882979154688201e+03
2.791172388136569649e-01 1.871993676054080424e+03
2.820936608120729883e-01 1.832229686049568272e+03
2.851018224764096942e-01 1.792784365579330142e+03
2.881420622688856126e-01 1.753880842145628776e+03
2.912147222609781649e-01 1.715722991905962317e+03
2.943201481719114887e-01 1.678468725929532638e+03
2.974586894075560983e-01 1.642217922073244836e+03
3.006306990997404394e-01 1.607056732311176347e+03
3.038365341459843272e-01 1.573050205715748234e+03
3.070765552496551587e-01 1.540095557403039948e+03
3.103511269605518375e-01 1.507984130683964395e+03
3.136606177159232400e-01 1.476520558208243528e+03
3.170053998819208907e-01 1.445541688772840871e+03
3.203858497954969464e-01 1.414980307558721961e+03
3.238023478067471594e-01 1.384799573395663856e+03
3.272552783217057559e-01 1.354966010215259757e+03
3.307450298455977267e-01 1.325494283764777038e+03
3.342719950265495843e-01 1.296487863884046874e+03
3.378365706997693563e-01 1.268051844128895937e+03
3.414391579321958137e-01 1.240278892882176933e+03
3.450801620676243742e-01 1.213198988499545294e+03
3.487599927723152859e-01 1.186790575083601880e+03
3.524790640810850917e-01 1.161031172575671917e+03
3.562377944438930855e-01 1.135893257637441820e+03
3.600366067729226516e-01 1.111312726506269428e+03
3.638759284901649238e-01 1.087215168169285107e+03
3.677561915755099831e-01 1.063531831696406698e+03
3.716778326153520329e-01 1.040221866060294815e+03
3.756412928517098293e-01 1.017305476324813753e+03
3.796470182318741893e-01 9.948099914922089511e+02
3.836954594585831879e-01 9.727597818070462381e+02
3.877870720407325944e-01 9.511716258700289472e+02
3.919223163446285962e-01 9.300546516419776708e+02
3.961016576457838112e-01 9.094162308815174356e+02
4.003255661812685773e-01 8.892591054901693042e+02
4.045945172026197412e-01 8.695568529348082620e+02
4.089089910293124408e-01 8.502703714498630916e+02
4.132694731028051516e-01 8.313632296732757823e+02
4.176764540411562754e-01 8.128096953660026429e+02
4.221304296942274825e-01 7.946128421912386557e+02
4.266319011994737509e-01 7.767807133695997663e+02
4.311813750383282073e-01 7.593201132653913419e+02
4.357793630931905415e-01 7.422329133905501521e+02
4.404263827050183266e-01 7.255147921309599042e+02
4.451229567315376223e-01 7.091608504793191514e+02
4.498696136060713613e-01 6.931657327163345599e+02
4.546668873969955671e-01 6.775197805924502745e+02
4.595153178678315631e-01 6.622109240232217644e+02
4.644154505379746722e-01 6.472276203511293033e+02
4.693678367440747845e-01 6.325596033033393724e+02
4.743730337020695131e-01 6.182002570176600784e+02
4.794316045698784334e-01 6.041439977704261537e+02
4.845441185107688953e-01 5.903853115123779389e+02
4.897111507573919109e-01 5.769187540313870386e+02
4.949332826765064364e-01 5.637389511221322209e+02
5.002111018343911031e-01 5.508405987098058176e+02
5.055452020629536136e-01 5.382184629293549278e+02
5.109361835265471274e-01 5.258673801618820107e+02
5.163846527894951910e-01 5.137822570297172433e+02
5.218912228843404222e-01 5.019580703517144116e+02
5.274565133808196693e-01 4.903898670602358152e+02
5.330811504555739155e-01 4.790727640813097423e+02
5.387657669626043644e-01 4.680019481794186618e+02
5.445110025044748170e-01 4.571726757682951643e+02
5.503175035042782159e-01 4.465802726891546399e+02
5.561859232783683549e-01 4.362201339577127897e+02
5.621169221098669677e-01 4.260877234812984398e+02
5.681111673229570780e-01 4.161785737474097573e+02
5.741693333579640512e-01 4.064882854849675482e+02
5.802921018472418924e-01 3.970125270048471862e+02
5.864801616918662308e-01 3.877469759569069083e+02
5.927342091391450962e-01 3.786872570973886809e+02
5.990549478609596967e-01 3.698290623406585951e+02
6.054430890329339787e-01 3.611681672643458683e+02
6.118993514144547285e-01 3.527004296393974414e+02
6.184244614295418829e-01 3.444217879823903559e+02
6.250191532485812607e-01 3.363282601298590180e+02
6.316841688709320390e-01 3.284159418343525658e+02
6.384202582084085309e-01 3.206810053819919517e+02
6.452281791696593549e-01 3.131196982312649197e+02
6.521086977454417788e-01 3.057283416728028556e+02
6.590625880948070003e-01 2.985033295099004818e+02
6.660906326322065807e-01 2.914411267595132813e+02
6.731936221155215838e-01 2.845382683735025466e+02
6.803723557350372930e-01 2.777913579798693604e+02
6.876276412033628382e-01 2.711970666437314890e+02
6.949602948463102781e-01 2.647521316478160429e+02
7.023711416947459041e-01 2.584533552921958517e+02
7.098610155774137676e-01 2.522976037130689519e+02
7.174307592147571855e-01 2.462818057202999569e+02
7.250812243137355617e-01 2.404029521506167555e+02
7.328132716636537314e-01 2.346581086527705224e+02
7.406277712330159302e-01 2.290444149123001409e+02
7.485256022674060539e-01 2.235590667928988751e+02
7.565076533884179666e-01 2.181993144815205596e+02
7.645748226936381897e-01 2.129624615979760165e+02
7.727280178576948488e-01 2.078458643145241922e+02
7.809681562343835370e-01 2.028469304854694428e+02
7.892961649598864149e-01 1.979631187867839799e+02
7.977129810570835478e-01 1.931919378657852349e+02
8.062195515409849023e-01 1.885309455008661530e+02
8.148168335252830019e-01 1.839777477712777056e+02
8.235057943300407857e-01 1.795299982369867848e+02
8.322874115905330994e-01 1.751853971285802061e+02
8.411626733672398215e-01 1.709416905472253347e+02
8.501325782570203771e-01 1.667966696746633488e+02
8.591981355054697511e-01 1.627481699932214667e+02
8.683603651204723217e-01 1.587940705158274852e+02
8.776202979869717202e-01 1.549322930259924078e+02
8.869789759829543874e-01 1.511608013277472935e+02
8.964374520966805759e-01 1.474776005054853840e+02
9.059967905451590253e-01 1.438807357298027796e+02
9.156580668938870682e-01 1.403682872392356842e+02
9.254223681778702693e-01 1.369383720761610448e+02
9.352907930239248158e-01 1.335891464219904208e+02
9.452644517742927466e-01 1.303188049026346391e+02
9.553444666115704642e-01 1.271255798636712626e+02
9.655319716849700695e-01 1.240077406570862024e+02
9.758281132379312828e-01 1.209635929394511180e+02
9.862340497370855052e-01 1.179914779814185266e+02
9.967509520026031078e-01 1.150897719883991073e+02
1.007380003339927610e+00 1.122568854322962579e+02
1.018122399672913847e+00 1.094912623941714429e+02
1.028979349678391442e+00 1.067913799177073315e+02
1.039952074922148029e+00 1.041557473733488877e+02
1.051041809996386300e+00 1.015829058329820498e+02
1.062249802658627562e+00 9.907142745503544745e+01
1.073577313972096547e+00 9.661991487987060623e+01
1.085025618447623907e+00 9.422700063532946047e+01
1.096596004187030626e+00 9.189134655232628290e+01
1.108289773028073411e+00 8.961164319033659353e+01
1.120108240690913970e+00 8.738660927267726208e+01
1.132052736926149938e+00 8.521499106267550872e+01
1.144124605664446959e+00 8.309556156855195752e+01
1.156325205167732628e+00 8.102712026845523496e+01
1.168655908182036685e+00 7.900849268680346427e+01
1.181118102091938571e+00 7.703852987380643924e+01
1.193713189076660575e+00 7.511610789412998201e+01
1.206442586267851169e+00 7.324012732459597430e+01
1.219307725909012818e+00 7.140951276079775312e+01
1.232310055516668390e+00 6.962321233249438990e+01
1.245451038043219327e+00 6.788019722767110409e+01
1.258732152041542873e+00 6.617946122513282603e+01
1.272154891831368539e+00 6.452002023550923582e+01
1.285720767667389408e+00 6.290091185055465672e+01
1.299431305909206857e+00 6.132119490061214151e+01
1.313288049193060747e+00 5.977994902013054457e+01
1.327292556605389917e+00 5.827627422111083888e+01
1.341446403858271186e+00 5.680929047436162449e+01
1.355751183466688659e+00 5.537813729845164090e+01
1.370208504927733939e+00 5.398197335623839876e+01
1.384819994901689721e+00 5.261997605886065799e+01
1.399587297395044949e+00 5.129134117665219605e+01
1.414512073945488613e+00 4.999528234228306189e+01
1.429596003808834448e+00 4.873103053743319890e+01
1.444840784147982893e+00 4.749783398094676556e+01
1.460248130223866569e+00 4.629495780738191257e+01
1.475819775588434579e+00 4.512168371095391706e+01
1.491557472279722907e+00 4.397730959628033531e+01
1.507462991018959864e+00 4.286114923582429270e+01
1.523538121409820034e+00 4.177253193391885588e+01
1.539784672139771438e+00 4.071080219726934502e+01
1.556204471183569860e+00 3.967531941182437549e+01
1.572799366008954980e+00 3.866545752590736384e+01
1.589571223784492338e+00 3.768060473950970390e+01
1.606521931589678820e+00 3.672016319963552178e+01
1.623653396627257939e+00 3.578354870160113421e+01
1.640967546437797298e+00 3.487019039618677141e+01
1.658466329116589311e+00 3.397953050253811114e+01
1.676151713532812781e+00 3.311102402672612754e+01
1.694025689551083458e+00 3.226413848586033595e+01
1.712090268255333170e+00 3.143835363766590518e+01
1.730347482175075058e+00 3.063316121542796466e+01
1.748799385514117954e+00 2.984806466317947837e+01
1.767448054381665523e+00 2.908257872068487870e+01
1.786295587025934717e+00 2.833622915970344636e+01
1.805344104070227607e+00 2.760855274418193872e+01
1.824595748751522750e+00 2.689909700120125891e+01
1.844052687161645609e+00 2.620741998393492267e+01
1.863717108490956065e+00 2.553309003946205280e+01
1.883591225274690917e+00 2.487568558134153562e+01
1.903677273641894763e+00 2.423479486686308348e+01
1.923977513567005859e+00 2.361001577888684722e+01
1.944494229124163809e+00 2.300095561218605056e+01
1.965229728744169346e+00 2.240723086421125387e+01
1.986186345474244552e+00 2.182846703019037093e+01
2.007366437240523105e+00 2.126429840248632885e+01
2.028772387113339626e+00 2.071436787413113478e+01
2.050406603575387177e+00 2.017832674645659452e+01
2.072271520792675403e+00 1.965583454074696590e+01
2.094369598888437434e+00 1.914655881383452041e+01
2.116703324219919580e+00 1.865017497756529252e+01
2.139275209658116683e+00 1.816636612206033163e+01
2.162087794870540591e+00 1.769482284269945538e+01
2.185143646606932943e+00 1.723524306419428598e+01
2.208445358988091911e+00 1.678733180812767500e+01
2.231995553797739618e+00 1.635080106598136140e+01
2.255796880777492408e+00 1.592536969012534520e+01
2.279852017925031671e+00 1.551076323838073101e+01
2.304163671795378399e+00 1.510671382111097394e+01
2.328734577805453565e+00 1.471295995159849568e+01
2.353567500541839497e+00 1.432924639964386238e+01
2.378665234071819512e+00 1.395532404832263396e+01
2.404030602257788196e+00 1.359094975383638548e+01
2.429666459074936391e+00 1.323588620839807817e+01
2.455575688932404521e+00 1.288990180608888103e+01
2.481761206997781688e+00 1.255277051162917878e+01
2.508225959525140158e+00 1.222427173200302519e+01
2.534972924186515097e+00 1.190419019088061248e+01
2.562005110406923247e+00 1.159231580578124721e+01
2.589325559703002266e+00 1.128844356792113146e+01
2.616937346025184130e+00 1.099237342469300316e+01
2.644843576103596217e+00 1.070391016472218837e+01
2.673047389797598594e+00 1.042286330544852824e+01
2.701551960449047662e+00 1.014904698318172649e+01
2.730360495239381624e+00 9.882279833330640528e+00
2.759476235550431422e+00 9.622384836635450966e+00
2.788902457329162754e+00 9.369189265306310688e+00
2.818642471456249687e+00 9.122524603688360045e+00
2.848699624118583795e+00 8.882226449346759978e+00
2.879077297185804962e+00 8.648134416354887222e+00
2.909778908590767710e+00 8.420092040751287144e+00
2.940807912714148653e+00 8.197946688118449288e+00
2.972167800773096946e+00 7.981549463239954179e+00
3.003862101214030744e+00 7.770755121791245834e+00
3.035894380109679602e+00 7.565421984021079460e+00
3.068268241560271559e+00 7.365411850381964776e+00
3.100987328099090501e+00 7.170589919067353435e+00
3.134055321102296787e+00 6.980824705415831666e+00
3.167475941203115486e+00 6.795987963142155586e+00
3.201252948710507251e+00 6.615954607355758021e+00
3.235390144032205928e+00 6.440602639329408241e+00
3.269891368102368023e+00 6.269813072979396829e+00
3.304760502813710588e+00 6.103469863021536490e+00
3.340001471454264514e+00 5.941459834766362746e+00
3.375618239148846733e+00 5.783672615518155702e+00
3.411614813305141158e+00 5.630000567543772760e+00
3.447995244064638865e+00 5.480338722576589383e+00
3.484763624758316691e+00 5.334584717823005917e+00
3.521924092367177295e+00 5.192638733438587728e+00
3.559480827987768770e+00 5.054403431441794048e+00
3.597438057302561720e+00 4.919783896034557458e+00
3.635800051055450677e+00 4.788687575298349763e+00
3.674571125532255955e+00 4.661024224236302693e+00
3.713755643046343202e+00 4.536705849131796420e+00
3.753358012429501844e+00 4.415646653194328586e+00
3.793382689527942997e+00 4.297762983465120534e+00
3.833834177703698831e+00 4.182973278954078999e+00
3.874717028341297276e+00 4.071198019981540739e+00
3.916035841359831071e+00 3.962359678698114340e+00
3.957795265730576162e+00 3.856382670756309139e+00
4.000000000000000000e+00 3.753193308109144422e+00
