k Pk
4.798218213615765282e-02 2.997338599428578527e+04
4.849384964565680439e-02 2.970344506552164239e+04
4.901097342305835852e-02 2.942832033985400267e+04
4.953361165235656283e-02 2.914771683873997972e+04
5.006182313800214279e-02 2.886143698964810028e+04
5.059566731151891872e-02 2.856945037135022721e+04
5.113520423819037375e-02 2.827175649411377526e+04
5.168049462381809483e-02 2.796833662020463817e+04
5.223159982155203829e-02 2.765894544772938025e+04
5.278858183879355653e-02 2.734324896961946433e+04
5.335150334417240042e-02 2.702095119917130069e+04
5.392042767459748892e-02 2.669203965551099100e+04
5.449541884238350009e-02 2.635681968770931780e+04
5.507654154245309602e-02 2.601561874783950407e+04
5.566386115961603764e-02 2.566881917911401979e+04
5.625744377592611922e-02 2.531691719477908919e+04
5.685735617811603360e-02 2.496041690320169801e+04
5.746366586511211794e-02 2.459987225510301869e+04
5.807644105562886211e-02 2.423600930293923739e+04
5.869575069584449800e-02 2.386956514805346887e+04
5.932166446715866209e-02 2.350128703247494559e+04
5.995425279403224228e-02 2.313202094697800203e+04
6.059358685191135879e-02 2.276259991779020493e+04
6.123973857523564573e-02 2.239384917484194739e+04
6.189278066553179081e-02 2.202664460440689436e+04
6.255278659959383203e-02 2.166182767876618527e+04
6.321983063774996858e-02 2.130022069756027850e+04
6.389398783221819644e-02 2.094265018411761412e+04
6.457533403555069940e-02 2.058989449132127265e+04
6.526394590916835547e-02 2.024270572326011097e+04
6.595990093198643434e-02 1.990180788123768798e+04
6.666327740913184641e-02 1.956787429476639227e+04
6.737415448075377566e-02 1.924153892645338783e+04
6.809261213092805687e-02 1.892339120297545742e+04
6.881873119665651850e-02 1.861396094145375901e+04
6.955259337696260979e-02 1.831370919540261821e+04
7.029428124208327022e-02 1.802304987928332412e+04
7.104387824275960883e-02 1.774229502226545083e+04
7.180146871962624078e-02 1.747169032849372161e+04
7.256713791270080760e-02 1.721139924587722999e+04
7.334097197097497189e-02 1.696144725067028776e+04
7.412305796210702513e-02 1.672181419577640554e+04
7.491348388221857890e-02 1.649230730785578635e+04
7.571233866579531180e-02 1.627266615605020525e+04
7.651971219569340954e-02 1.606250647864423081e+04
7.733569531325266977e-02 1.586131988302384525e+04
7.816037982851774257e-02 1.566853996938203818e+04
7.899385853056760387e-02 1.548345356500067282e+04
7.983622519795612049e-02 1.530532236006548555e+04
8.068757460926329061e-02 1.513328626145049020e+04
8.154800255375924123e-02 1.496646453713181836e+04
8.241760584218220387e-02 1.480390275055914753e+04
8.329648231763064903e-02 1.464462626304501828e+04
8.418473086657242421e-02 1.448762451654830147e+04
8.508245142997081234e-02 1.433188329047947991e+04
8.598974501452927299e-02 1.417638258062785462e+04
8.690671370405653184e-02 1.402009996348555069e+04
8.783346067095200438e-02 1.386203269400025420e+04
8.877009018781449601e-02 1.370120244674310197e+04
8.971670763917434510e-02 1.353668924303133826e+04
9.067341953335063265e-02 1.336763774589962668e+04
9.164033351443529041e-02 1.319331291569052337e+04
9.261755837440405204e-02 1.301310144527915509e+04
9.360520406535757787e-02 1.282658564723595919e+04
9.460338171189253131e-02 1.263351995461072147e+04
9.561220362360461911e-02 1.243392490724603158e+04
9.663178330772552449e-02 1.222801442115194732e+04
9.766223548189345571e-02 1.201628976412980046e+04
9.870367608706101525e-02 1.179942868894564526e+04
9.975622230054011219e-02 1.157835723525939284e+04
1.008199925491860688e-01 1.135412750087032873e+04
1.018951065227227393e-01 1.112792333743515883e+04
1.029816851872087796e-01 1.090098378574053277e+04
1.040798507986484683e-01 1.067456358890285446e+04
1.051897269167472587e-01 1.044990091901109554e+04
1.063114384188138528e-01 1.022817385471721536e+04
1.074451115138112534e-01 1.001048800056303480e+04
1.085908737565563914e-01 9.797867229227695134e+03
1.097488540620724234e-01 9.591248804319278861e+03
1.109191827200933789e-01 9.391468731846454830e+03
1.121019914097235587e-01 9.199269671714970173e+03
1.132974132142538781e-01 9.015298540761044933e+03
1.145055826361349449e-01 8.840068878668418620e+03
1.157266356121109951e-01 8.673945490391452040e+03
1.169607095285147003e-01 8.517103747314587963e+03
1.182079432367250243e-01 8.369484433194389567e+03
1.194684770687904352e-01 8.230798263468734149e+03
1.207424528532177188e-01 8.100494660134406331e+03
1.220300139309301313e-01 7.977764798632156271e+03
1.233313051713952890e-01 7.861606622039012109e+03
1.246464729889249501e-01 7.750866052827276690e+03
1.259756653591493081e-01 7.644288623370671303e+03
1.273190318356656192e-01 7.540600315443389263e+03
1.286767235668657139e-01 7.438562961166124296e+03
1.300488933129422264e-01 7.337025168498632411e+03
1.314356954630762631e-01 7.234942989050557117e+03
1.328372860528090060e-01 7.131393213199956335e+03
1.342538227815970875e-01 7.025582332653172671e+03
1.356854650305567289e-01 6.916848770119556320e+03
1.371323738803962577e-01 6.804668122287374899e+03
1.385947121295399431e-01 6.688708160345956458e+03
1.400726443124457044e-01 6.568835931727422576e+03
1.415663367181168586e-01 6.445109953582061280e+03
1.430759574088126262e-01 6.317916073996342675e+03
1.446016762389574495e-01 6.187898910728236842e+03
1.461436648742518718e-01 6.055931190891101323e+03
1.477020968109881704e-01 5.923068445233444436e+03
1.492771473955702977e-01 5.790461467739337422e+03
1.508689938442434042e-01 5.659273659946169573e+03
1.524778152630332506e-01 5.530603816851747979e+03
1.541037926678980596e-01 5.405401122259557269e+03
1.557471090050960294e-01 5.284507194982480542e+03
1.574079491717685908e-01 5.168522483667724373e+03
1.590865000367446824e-01 5.057810636905794127e+03
1.607829504615659877e-01 4.952716746475651235e+03
1.624974913217366590e-01 4.853508474765244500e+03
1.642303155281995553e-01 4.759937375576439990e+03
1.659816180490419624e-01 4.671544531821521559e+03
1.677515959314316574e-01 4.587904048215264083e+03
1.695404483237879789e-01 4.508459490582380568e+03
1.713483764981890145e-01 4.432197335946043495e+03
1.731755838730173191e-01 4.358077598150397534e+03
1.750222760358482454e-01 4.285131845345417787e+03
1.768886607665804134e-01 4.212550885128282061e+03
1.787749480608148422e-01 4.139706884445276046e+03
1.806813501534821897e-01 4.066028820620056649e+03
1.826080815427222059e-01 3.991030666866771753e+03
1.845553590140186495e-01 3.914642290908398536e+03
1.865234016645896387e-01 3.836976562799507519e+03
1.885124309280401533e-01 3.758134520938402147e+03
1.905226705992762726e-01 3.678332634400182087e+03
1.925543468596851993e-01 3.598241106200328431e+03
1.946076883025848192e-01 3.518593732463186370e+03
1.966829259589425727e-01 3.440061306983629947e+03
1.987802933233705771e-01 3.363245309915481357e+03
2.009000263803970565e-01 3.288675940850469942e+03
2.030423636310178248e-01 3.216829206678773971e+03
2.052075461195319583e-01 3.148108675797704109e+03
2.073958174606615190e-01 3.082522552928044206e+03
2.096074238669626832e-01 3.019821311887091724e+03
2.118426141765280823e-01 2.959822996788711862e+03
2.141016398809843513e-01 2.902314085289388004e+03
2.163847551537896596e-01 2.846798955445034153e+03
2.186922168788305032e-01 2.792720880543502972e+03
2.210242846793258886e-01 2.739564869586110945e+03
2.233812209470384946e-01 2.686878041406291231e+03
2.257632908717972786e-01 2.634292837277537728e+03
2.281707624713362192e-01 2.581480072602214932e+03
2.306039066214488342e-01 2.528156390237827509e+03
2.330629970864666056e-01 2.474383709798804375e+03
2.355483105500611740e-01 2.420503460415268364e+03
2.380601266463751586e-01 2.366809519533611819e+03
2.405987279914860166e-01 2.313582761677833787e+03
2.431644002152029416e-01 2.261175657974745718e+03
2.457574319932055718e-01 2.209948800920102258e+03
2.483781150795238146e-01 2.160227672455782340e+03
2.510267443393642828e-01 2.112226055860495308e+03
2.537036177822878380e-01 2.065913805840816167e+03
2.564090365957387152e-01 2.021220143393336457e+03
2.591433051789333031e-01 1.978080667450463352e+03
2.619067311771094975e-01 1.936337985151712928e+03
2.646996255161407352e-01 1.895683762683686837e+03
2.675223024375211200e-01 1.855825761779484765e+03
2.703750795337201973e-01 1.816512718814103891e+03
2.732582777839182575e-01 1.777651066640296449e+03
2.761722215901205035e-01 1.739232404673899737e+03
2.791172388136569649e-01 1.701254269897010545e+03
2.820936608120729883e-01 1.663766334603765017e+03
2.851018224764096942e-01 1.626935898396760876e+03
2.881420622688856126e-01 1.590868025616121713e+03
2.912147222609781649e-01 1.555644896256070069e+03
2.943201481719114887e-01 1.521309083179822665e+03
2.974586894075560983e-01 1.487852743998357255e+03
3.006306990997404394e-01 1.455257708127018532e+03
3.038365341459843272e-01 1.423488545814180497e+03
3.070765552496551587e-01 1.392362017210761451e+03
3.103511269605518375e-01 1.361683097042571490e+03
3.136606177159232400e-01 1.331368816989584047e+03
3.170053998819208907e-01 1.301370118189059667e+03
3.203858497954969464e-01 1.271723060212357723e+03
3.238023478067471594e-01 1.242489328234088134e+03
3.272552783217057559e-01 1.213731723243874285e+03
3.307450298455977267e-01 1.185554042610353463e+03
3.342719950265495843e-01 1.158121741315110057e+03
3.378365706997693563e-01 1.131536254192687238e+03
3.414391579321958137e-01 1.105870896943439902e+03
3.450801620676243742e-01 1.081143070538376151e+03
3.487599927723152859e-01 1.057324520188197084e+03
3.524790640810850917e-01 1.034386529441599123e+03
3.562377944438930855e-01 1.012295905321032706e+03
3.600366067729226516e-01 9.909496280091046856e+02
3.638759284901649238e-01 9.701648282375556391e+02
3.677561915755099831e-01 9.497581999558145753e+02
3.716778326153520329e-01 9.295741273318966478e+02
3.756412928517098293e-01 9.095144797381354920e+02
3.796470182318741893e-01 8.894905752765471334e+02
3.836954594585831879e-01 8.694516388701717915e+02
3.877870720407325944e-01 8.494916157107583103e+02
3.919223163446285962e-01 8.297328549640000119e+02
3.961016576457838112e-01 8.102931384413034266e+02
4.003255661812685773e-01 7.912831732972241525e+02
4.045945172026197412e-01 7.727848663410009067e+02
4.089089910293124408e-01 7.548329902329750212e+02
4.132694731028051516e-01 7.373660293032525033e+02
4.176764540411562754e-01 7.203151773752166491e+02
4.221304296942274825e-01 7.036383577378470591e+02
4.266319011994737509e-01 6.872990277014316689e+02
4.311813750383282073e-01 6.712630918284534118e+02
4.357793630931905415e-01 6.555376457950636677e+02
4.404263827050183266e-01 6.401630883146393671e+02
4.451229567315376223e-01 6.251794208880299948e+02
4.498696136060713613e-01 6.106250229128603451e+02
4.546668873969955671e-01 5.965328346311958967e+02
4.595153178678315631e-01 5.828931525102043452e+02
4.644154505379746722e-01 5.696280984280546136e+02
4.693678367440747845e-01 5.566558685605600658e+02
4.743730337020695131e-01 5.438998774314582079e+02
4.794316045698784334e-01 5.312870893289908736e+02
4.845441185107688953e-01 5.188005328794831712e+02
4.897111507573919109e-01 5.065163788392540027e+02
4.949332826765064364e-01 4.945177227724070121e+02
5.002111018343911031e-01 4.828852264808061250e+02
5.055452020629536136e-01 4.716920914286616835e+02
5.109361835265471274e-01 4.609161914788477930e+02
5.163846527894951910e-01 4.504544321976618448e+02
5.218912228843404222e-01 4.402038367673426364e+02
5.274565133808196693e-01 4.300643595963007897e+02
5.330811504555739155e-01 4.199738208676731119e+02
5.387657669626043644e-01 4.099867651880185235e+02
5.445110025044748170e-01 4.001796619606719219e+02
5.503175035042782159e-01 3.906266704037063278e+02
5.561859232783683549e-01 3.813883509657533182e+02
5.621169221098669677e-01 3.724397475975682710e+02
5.681111673229570780e-01 3.637191665212067733e+02
5.741693333579640512e-01 3.551665177111868275e+02
5.802921018472418924e-01 3.467266811756243214e+02
5.864801616918662308e-01 3.383826970164622026e+02
5.927342091391450962e-01 3.301411704115741941e+02
5.990549478609596967e-01 3.220088399660691607e+02
6.054430890329339787e-01 3.139971395762034945e+02
6.118993514144547285e-01 3.061606617349053181e+02
6.184244614295418829e-01 2.985749452456751669e+02
6.250191532485812607e-01 2.913133380123896927e+02
6.316841688709320390e-01 2.844106835283462260e+02
6.384202582084085309e-01 2.777438632858145979e+02
6.452281791696593549e-01 2.711510462066490277e+02
6.521086977454417788e-01 2.644772952533430725e+02
6.590625880948070003e-01 2.577027024582983472e+02
6.660906326322065807e-01 2.510202397012446625e+02
6.731936221155215838e-01 2.446363539167913643e+02
6.803723557350372930e-01 2.387121493133397507e+02
6.876276412033628382e-01 2.331165231670840683e+02
6.949602948463102781e-01 2.275936912635800411e+02
7.023711416947459041e-01 2.219023404587670427e+02
7.098610155774137676e-01 2.160215793537750528e+02
7.174307592147571855e-01 2.101773281622185436e+02
7.250812243137355617e-01 2.046015539026134888e+02
7.328132716636537314e-01 1.994251706662995218e+02
7.406277712330159302e-01 1.945682858585835220e+02
7.485256022674060539e-01 1.899258792283863215e+02
7.565076533884179666e-01 1.854022975131776150e+02
7.645748226936381897e-01 1.809240677422739907e+02
7.727280178576948488e-01 1.764239098445885645e+02
7.809681562343835370e-01 1.718726503345463357e+02
7.892961649598864149e-01 1.673768744076393489e+02
7.977129810570835478e-01 1.630712390547719224e+02
8.062195515409849023e-01 1.590262135630165403e+02
8.148168335252830019e-01 1.551117562592931165e+02
8.235057943300407857e-01 1.511615085216905072e+02
8.322874115905330994e-01 1.471143055762470055e+02
8.411626733672398215e-01 1.431356311147574161e+02
8.501325782570203771e-01 1.394099182307180058e+02
8.591981355054697511e-01 1.358924673687359075e+02
8.683603651204723217e-01 1.322624954033951497e+02
8.776202979869717202e-01 1.282508719378402304e+02
8.869789759829543874e-01 1.241541277757100232e+02
8.964374520966805759e-01 1.205670864635999919e+02
9.059967905451590253e-01 1.177940831364645220e+02
9.156580668938870682e-01 1.153139780345044869e+02
9.254223681778702693e-01 1.125038402701860178e+02
9.352907930239248158e-01 1.093149477134108167e+02
9.452644517742927466e-01 1.061696589073492021e+02
9.553444666115704642e-01 1.033570675994309624e+02
9.655319716849700695e-01 1.007379430191191716e+02
9.758281132379312828e-01 9.810969909073997997e+01
9.862340497370855052e-01 9.543758587685442762e+01
9.967509520026031078e-01 9.279375199472937652e+01
1.007380003339927610e+00 9.025081475063362291e+01
1.018122399672913847e+00 8.788068558010652964e+01
1.028979349678391442e+00 8.570503416412314834e+01
1.039952074922148029e+00 8.355767186730842866e+01
1.051041809996386300e+00 8.126125631518559089e+01
1.062249802658627562e+00 7.888765252350511048e+01
1.073577313972096547e+00 7.662153568283792993e+01
1.085025618447623907e+00 7.451921284076539109e+01
1.096596004187030626e+00 7.252910022573855997e+01
1.108289773028073411e+00 7.062764577315148529e+01
1.120108240690913970e+00 6.883031256082637128e+01
1.132052736926149938e+00 6.712515551761518395e+01
1.144124605664446959e+00 6.545160993875346378e+01
1.156325205167732628e+00 6.375559433740857429e+01
1.168655908182036685e+00 6.200231554544227208e+01
1.181118102091938571e+00 6.022470857746389328e+01
1.193713189076660575e+00 5.857251253912186684e+01
1.206442586267851169e+00 5.707172478066929244e+01
1.219307725909012818e+00 5.552941362130265901e+01
1.232310055516668390e+00 5.396369990940338113e+01
1.245451038043219327e+00 5.269063371555618858e+01
1.258732152041542873e+00 5.163265791070684685e+01
1.272154891831368539e+00 5.032720315238282893e+01
1.285720767667389408e+00 4.875869625626025083e+01
1.299431305909206857e+00 4.721706005781719995e+01
1.313288049193060747e+00 4.588510231067110823e+01
1.327292556605389917e+00 4.479709759569912109e+01
1.341446403858271186e+00 4.363271926783476573e+01
1.355751183466688659e+00 4.228997416264962084e+01
1.370208504927733939e+00 4.114312350775523441e+01
1.384819994901689721e+00 4.013665978448698013e+01
1.399587297395044949e+00 3.893670327334238834e+01
1.414512073945488613e+00 3.776282627270114034e+01
1.429596003808834448e+00 3.683757982433890987e+01
1.444840784147982893e+00 3.602241455737011933e+01
1.460248130223866569e+00 3.515667904195677806e+01
1.475819775588434579e+00 3.415805016758582724e+01
1.491557472279722907e+00 3.317773735336577801e+01
1.507462991018959864e+00 3.230056093867276701e+01
1.523538121409820034e+00 3.147725605076637123e+01
1.539784672139771438e+00 3.067094274666805376e+01
1.556204471183569860e+00 2.984284316984380325e+01
1.572799366008954980e+00 2.897458155399048252e+01
1.589571223784492338e+00 2.822668587782402838e+01
1.606521931589678820e+00 2.758833530703535786e+01
1.623653396627257939e+00 2.682063287291169118e+01
1.640967546437797298e+00 2.598976964762022845e+01
1.658466329116589311e+00 2.523082996797516842e+01
1.676151713532812781e+00 2.460491220564415471e+01
1.694025689551083458e+00 2.402588958139759967e+01
1.712090268255333170e+00 2.336019016156061312e+01
1.730347482175075058e+00 2.264231097774077028e+01
1.748799385514117954e+00 2.206146831073225911e+01
1.767448054381665523e+00 2.146582684271336916e+01
1.786295587025934717e+00 2.090511788394823256e+01
1.805344104070227607e+00 2.038491677354040021e+01
1.824595748751522750e+00 1.975016302437401094e+01
1.844052687161645609e+00 1.918597233774691802e+01
1.863717108490956065e+00 1.866742416946205552e+01
1.883591225274690917e+00 1.816369007838574134e+01
1.903677273641894763e+00 1.770004794666272829e+01
1.923977513567005859e+00 1.723938283461887977e+01
1.944494229124163809e+00 1.677723214669621399e+01
1.965229728744169346e+00 1.630267229438512899e+01
1.986186345474244552e+00 1.587506073469210044e+01
2.007366437240523105e+00 1.547881321931295062e+01
2.028772387113339626e+00 1.508053452244336334e+01
2.050406603575387177e+00 1.469360563399713016e+01
2.072271520792675403e+00 1.423458437401082577e+01
2.094369598888437434e+00 1.388008206372496289e+01
2.116703324219919580e+00 1.345523575644987879e+01
2.139275209658116683e+00 1.305658846807467910e+01
2.162087794870540591e+00 1.272762777677825952e+01
2.185143646606932943e+00 1.238362252394162866e+01
2.208445358988091911e+00 1.204164231456580225e+01
2.231995553797739618e+00 1.170796595115749561e+01
2.255796880777492408e+00 1.139083107740143141e+01
2.279852017925031671e+00 1.111583749916343500e+01
2.304163671795378399e+00 1.082443384120895047e+01
2.328734577805453565e+00 1.054851060950050190e+01
2.353567500541839497e+00 1.026713349964561495e+01
2.378665234071819512e+00 9.981505197029084897e+00
2.404030602257788196e+00 9.701505672038951644e+00
2.429666459074936391e+00 9.401732380305082515e+00
2.455575688932404521e+00 9.137472181273771810e+00
2.481761206997781688e+00 8.883389342560896296e+00
2.508225959525140158e+00 8.672421443632904570e+00
2.534972924186515097e+00 8.421281432687479196e+00
2.562005110406923247e+00 8.147319918707982112e+00
2.589325559703002266e+00 7.938764314114514775e+00
2.616937346025184130e+00 7.770926866383315534e+00
2.644843576103596217e+00 7.557314489604610941e+00
2.673047389797598594e+00 7.324669369849559075e+00
2.701551960449047662e+00 7.101102941282259273e+00
2.730360495239381624e+00 6.924100201815608813e+00
2.759476235550431422e+00 6.744628761459257049e+00
2.788902457329162754e+00 6.564522179918989231e+00
2.818642471456249687e+00 6.390975669709261453e+00
2.848699624118583795e+00 6.221571081703494599e+00
2.879077297185804962e+00 6.064414598733190331e+00
2.909778908590767710e+00 5.902783513967575502e+00
2.940807912714148653e+00 5.754238287652945871e+00
2.972167800773096946e+00 5.588157905203770426e+00
3.003862101214030744e+00 5.450506534292219207e+00
3.035894380109679602e+00 5.300276798731656136e+00
3.068268241560271559e+00 5.143308480181483233e+00
3.100987328099090501e+00 5.014058493356919222e+00
3.134055321102296787e+00 4.878573614497121902e+00
3.167475941203115486e+00 4.754108680792629826e+00
3.201252948710507251e+00 4.628770786314274410e+00
3.235390144032205928e+00 4.498829025319327712e+00
3.269891368102368023e+00 4.380938656026640565e+00
3.304760502813710588e+00 4.255401382602528315e+00
3.340001471454264514e+00 4.144235117186890527e+00
3.375618239148846733e+00 4.048613541672024141e+00
3.411614813305141158e+00 3.927886887749077793e+00
3.447995244064638865e+00 3.844130763576429466e+00
3.484763624758316691e+00 3.738315783881945631e+00
3.521924092367177295e+00 3.634243090331443327e+00
3.559480827987768770e+00 3.541760714737748561e+00
3.597438057302561720e+00 3.443039739279348144e+00
3.635800051055450677e+00 3.341622471431914931e+00
3.674571125532255955e+00 3.254134292688708907e+00
3.713755643046343202e+00 3.163876072319609989e+00
3.753358012429501844e+00 3.068096276429844949e+00
3.793382689527942997e+00 2.985763526311104865e+00
3.833834177703698831e+00 2.908473846028934329e+00
3.874717028341297276e+00 2.823241614116978937e+00
3.916035841359831071e+00 2.741866166785525749e+00
3.957795265730576162e+00 2.675881226655277167e+00
4.000000000000000000e+00 2.606864759016116917e+00
